"gbifID";"datasetKey";"occurrenceID";"kingdom";"phylum";"class";"order";"family";"genus";"species";"infraspecificEpithet";"taxonRank";"scientificName";"verbatimScientificName";"verbatimScientificNameAuthorship";"countryCode";"locality";"stateProvince";"occurrenceStatus";"individualCount";"publishingOrgKey";"decimalLatitude";"decimalLongitude";"coordinateUncertaintyInMeters";"coordinatePrecision";"elevation";"elevationAccuracy";"depth";"depthAccuracy";"eventDate";"day";"month";"year";"taxonKey";"speciesKey";"basisOfRecord";"institutionCode";"collectionCode";"catalogNumber";"recordNumber";"identifiedBy";"dateIdentified";"license";"rightsHolder";"recordedBy";"typeStatus";"establishmentMeans";"lastInterpreted";"mediaType";"issue";"gbif_species_to_verbatim";"Specimen.ID";"Bnet.UI";"Familiy_kawahara";"Genus_kawahara";"Species_kawahara";"kawahara_index";"phy_tip_name"
925597021;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:89072";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Papilio";"Papilio ambrax";"";"SPECIES";"Papilio ambrax Boisduval, 1832";"Papilio ambrax egipius Miskin, 1876";"Miskin, 1876";"AU";"Cairns";"Queensland";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";-16.88587;145.70905;18239;1e-05;NA;NA;NA;NA;"1976-02-19T00:00:00";19;2;1976;1938074;1938074;"PRESERVED_SPECIMEN";"MCZ";"Ent";"89072";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:56:22.576Z";"StillImage";"TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Papilio ambrax";"SRR5879306";NA;"Papilionidae";"Papilio";"ambrax";1870;"SRR5879306_Papilio_ambrax"
3042588210;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:211621";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Papilio";"Papilio deiphobus";"";"SPECIES";"Papilio deiphobus Linnaeus, 1758";"Papilio deiphobus rumanzovia Eschscholtz, 1821";"Eschscholtz, 1821";"MN";"[no specific locality data]";"";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";47.36424;98.67969;4505422;1e-05;NA;NA;NA;NA;"1912-11-16T00:00:00";16;11;1912;1937665;1937665;"PRESERVED_SPECIMEN";"MCZ";"Ent";"211621";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"A. Kruck";"";NA;"2023-08-31T05:59:46.898Z";"StillImage";"COUNTRY_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Papilio deiphobus";"LEP28904";NA;"Papilionidae";"Papilio";"deiphobus";1866;"LEP28904_Papilio_rumanzovia_ME"
4078973387;"f3130a8a-4508-42b4-9737-fbda77748438";"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5149072";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Papilio";"Papilio gigon";"";"SPECIES";"Papilio gigon Felder & Felder, 1864";"Papilio gigon C. & R. Felder, 1864";"C. & R. Felder, 1864";"ID";"Sulawesi";"";"PRESENT";NA;"396d5f30-dea9-11db-8ab4-b8a03c50a862";-1.8479;120.5279;677389;NA;NA;NA;NA;NA;"";NA;NA;NA;1937699;1937699;"PRESERVED_SPECIMEN";"";"Lepidoptera";"ZMA.INS.5149072";"";"";"";"CC0_1_0";"Naturalis Biodiversity Center";"";"";NA;"2023-08-30T09:40:26.265Z";"StillImage;StillImage";"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH";"Papilio gigon";"SRR4342886";NA;"Papilionidae";"Papilio";"gigon";1859;"SRR4342886_Papilio_gigon"
1438640334;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:135070";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Teinopalpus";"Teinopalpus imperialis";"";"SPECIES";"Teinopalpus imperialis Hope, 1843";"Teinopalpus imperialis Hope, 1843";"Hope, 1843";"IN";"Teesta Valley";"Sikkim";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";27.33478;88.34482;29516;1e-05;NA;NA;NA;NA;"";NA;NA;NA;1939077;1939077;"PRESERVED_SPECIMEN";"MCZ";"Ent";"135070";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:57:00.900Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Teinopalpus imperialis";"RE-07-F012";NA;"Papilionidae";"Teinopalpus";"imperialis";1831;"RE07F012_Papilionidae_Papilioninae_Teinopalpini_Teinopalpus_imperialis_ME"
1337838063;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:180906";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Mimoides";"Mimoides xynias";"";"SPECIES";"Mimoides xynias (Hewitson, 1875)";"Mimoides xynias trapeza (Rothschild & Jordan, 1906)";"(Rothschild & Jordan, 1906)";"EC";"Rio Latas";"Napo";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";-0.23807;-78.96759;3459;1e-05;NA;NA;NA;NA;"1976-04-10T00:00:00";10;4;1976;1937544;1937544;"PRESERVED_SPECIMEN";"MCZ";"Ent";"180906";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:57:03.774Z";"StillImage;StillImage";"TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Mimoides xynias";"LEP41119";"BN002208";"Papilionidae";"Mimoides";"xynias";1815;"BN002208_LEP41119_Papilionidae_Papilioninae_Leptocircini_Mimoides_xynias"
1455639972;"750b7bfc-3577-4b26-8aaf-3e4be9f0d639";"f07f3e79-b6f8-4ea0-ae06-f0d33a065744";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Protographium";"Protographium marcellus";"";"SPECIES";"Eurytides marcellus (Cramer, 1777)";"Eurytides marcellus";"(Cramer, 1777)";"US";"Harrisburg";"Pennsylvania";"PRESENT";NA;"814cdfb5-d4f8-4453-815f-ea5df98e76bf";40.2737;-76.884418;2000;NA;NA;NA;NA;NA;"1971-03-10T00:00:00";10;3;1971;4299917;1939134;"PRESERVED_SPECIMEN";"ASU";"ASUHIC";"ASUHIC0066177";"";"Ronald S. Wielgus";"1972-01-01T00:00:00";"CC0_1_0";"";"Irwin Leenus";"";NA;"2023-09-01T14:29:43.196Z";"StillImage;StillImage";"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Protographium marcellus";"RF150001";NA;"Papilionidae";"Protographium";"marcellus";1814;"RF150001_Papilionidae_Papilioninae__Protographium_marcellus_ME"
2027328502;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:211919";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Protesilaus";"Protesilaus protesilaus";"";"SPECIES";"Protesilaus protesilaus (Linnaeus, 1758)";"Protesilaus protesilaus protesilaus (Linnaeus, 1758)";"(Linnaeus, 1758)";"PE";"Huallaga";"San Martin";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";-6.76941;-76.98352;57703;1e-05;NA;NA;NA;NA;"";NA;NA;NA;1938200;1938200;"PRESERVED_SPECIMEN";"MCZ";"Ent";"211919";"";"Rachel L. Hawkins Sipe";"2021-04-29T00:00:00";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"J. E. Friedel";"";NA;"2023-08-31T05:59:46.901Z";"StillImage;StillImage";"TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Protesilaus protesilaus protesilaus";"SRR8954534";NA;"Papilionidae";"Protesilaus";"protesilaus";1810;"SRR8954534_Protesilaus_protesilaus_protesilaus"
863600755;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:175561";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Graphium";"Graphium sarpedon";"sarpedon";"SUBSPECIES";"Graphium sarpedon sarpedon";"Graphium sarpedon sarpedon (Linnaeus, 1758)";"(Linnaeus, 1758)";"ID";"Java";"";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";-7.40452;110.00444;548478;1e-05;NA;NA;NA;NA;"1921-03-01T00:00:00";1;3;1921;7346373;5141212;"PRESERVED_SPECIMEN";"MCZ";"Ent";"175561";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:59:44.795Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Graphium sarpedon";"LEP36329";"BN005174";"Papilionidae";"Graphium";"sarpedon";1807;"BN005174_LEP36329_Papilionidae_Papilioninae_Leptocircini_Graphium_sarpedon"
3042575915;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:176047";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Graphium";"Graphium agamemnon";"";"SPECIES";"Graphium agamemnon (Linnaeus, 1758)";"Graphium agamemnon plisthenes (C. & R. Felder, 1864)";"(C. & R. Felder, 1864)";"ID";"Amboina";"Maluku Province";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";-3.63798;128.11712;29973;1e-05;NA;NA;NA;NA;"";NA;NA;NA;5141187;5141187;"PRESERVED_SPECIMEN";"MCZ";"Ent";"176047";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:57:03.676Z";"StillImage";"TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Graphium agamemnon";"RF140004";NA;"Papilionidae";"Graphium";"agamemnon";1808;"RF140004_Graphium_agamemnon_ME"
4060706592;"f3130a8a-4508-42b4-9737-fbda77748438";"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5112645";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Graphium";"Graphium evemon";"evemon";"SUBSPECIES";"Graphium evemon evemon";"Graphium evemon evemon Boisduval, 1836";"Boisduval, 1836";"ID";"Simeulue";"";"PRESENT";NA;"396d5f30-dea9-11db-8ab4-b8a03c50a862";2.583333;96.083333;2169;NA;NA;NA;NA;NA;"1923-01-01T00:00:00";1;1;1923;11437373;5141154;"PRESERVED_SPECIMEN";"";"Lepidoptera";"ZMA.INS.5112645";"";"";"";"CC0_1_0";"Naturalis Biodiversity Center";"";"";NA;"2023-08-30T09:40:26.106Z";"StillImage;StillImage";"CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH";"Graphium evemon";"SRR4345447";NA;"Papilionidae";"Graphium";"evemon";1806;"SRR4345447_Graphium_evemon"
2027328187;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:211762";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Graphium";"Graphium androcles";"";"SPECIES";"Graphium androcles (Boisduval, 1836)";"Graphium androcles (Boisduval, 1836)";"(Boisduval, 1836)";"ID";"Sulawesi [Celebes]";"";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";-1.93856;121.82558;561558;1e-05;NA;NA;NA;NA;"";NA;NA;NA;5141198;5141198;"PRESERVED_SPECIMEN";"MCZ";"Ent";"211762";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:57:06.260Z";"StillImage";"CONTINENT_COORDINATE_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Graphium androcles";"SRR8954549";NA;"Papilionidae";"Graphium";"androcles";1809;"SRR8954549_Graphium_androcles"
813430885;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:135088";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Lamproptera";"Lamproptera curius";"";"SPECIES";"Lamproptera curius (Fabricius, 1787)";"Lamproptera curius (Fabricius, 1787)";"(Fabricius, 1787)";"IN";"Khasia Hills";"Meghalaya";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";25.51983;91.33333;152658;1e-05;NA;NA;NA;NA;"1890-02-10T00:00:00";10;2;1890;5141317;5141317;"PRESERVED_SPECIMEN";"MCZ";"Ent";"135088";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:59:42.948Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Lamproptera curius walkeri";"DL-16-V111";"BN006283";"Papilionidae";"Lamproptera";"curius";1803;"BN006283_DL16V111_Papilionidae_Papilioninae_Leptocircini_Lamproptera_curius"
4060699543;"f3130a8a-4508-42b4-9737-fbda77748438";"https://data.biodiversitydata.nl/naturalis/specimen/ZMA.INS.5112270";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Lamproptera";"Lamproptera meges";"meges";"SUBSPECIES";"Lamproptera meges meges";"Lamproptera meges meges Zinken Sommer, 1831";"Zinken Sommer, 1831";"ID";"Sesajap-rivier";"";"PRESENT";NA;"396d5f30-dea9-11db-8ab4-b8a03c50a862";3.619393;117.228407;2163;NA;NA;NA;NA;NA;"";NA;NA;NA;10755336;5141311;"PRESERVED_SPECIMEN";"";"Lepidoptera";"ZMA.INS.5112270";"";"Moonen J. (Jan)";"";"CC0_1_0";"Naturalis Biodiversity Center";"";"";NA;"2023-08-30T09:40:26.096Z";"StillImage;StillImage";"MODIFIED_DATE_UNLIKELY;COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH";"Lamproptera meges";"SRR8954544";NA;"Papilionidae";"Lamproptera";"meges";1804;"SRR8954544_Lamproptera_meges"
925599479;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:135179";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Iphiclides";"Iphiclides podalirius";"";"SPECIES";"Iphiclides podalirius (Linnaeus, 1758)";"Iphiclides podalirius (Linnaeus, 1758)";"(Linnaeus, 1758)";"CH";"Zurich";"Zurich";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";47.37643;8.53901;3002;1e-05;NA;NA;NA;NA;"";NA;NA;NA;1938214;1938214;"PRESERVED_SPECIMEN";"MCZ";"Ent";"135179";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"Otto Staudinger";"";NA;"2023-08-31T05:59:47.014Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Iphiclides podalirius";"SRR8954545";NA;"Papilionidae";"Iphiclides";"podalirius";1805;"SRR8954545_Iphiclides_podalirius"
1438640361;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:135064";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Bhutanitis";"Bhutanitis thaidina";"";"SPECIES";"Bhutanitis thaidina (Blanchard, 1871)";"Bhutanitis thaidina (Blanchard, 1871)";"(Blanchard, 1871)";"CN";"Ya'an [Ya-Tcheou]";"Sichuan";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";29.98521;102.999;301;1e-05;NA;NA;NA;NA;"1897-01-01T00:00:00";1;1;1897;1937624;1937624;"PRESERVED_SPECIMEN";"MCZ";"Ent";"135064";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"Leonard Louis Dejean";"";NA;"2023-08-31T05:59:46.615Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Bhutanitis thaidina";"FH-18-Z001";"BN006284";"Papilionidae";"Bhutanitis";"thaidina";1827;"BN006284_FH18Z001_Papilionidae_Parnasiinae_Zerynthini_Bhutanitis_thaidina"
3042583923;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:180549";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Zerynthia";"Zerynthia polyxena";"";"SPECIES";"Zerynthia polyxena (Denis & Schiffermüller), 1775";"Zerynthia polyxena (Denis & Schiffermüller, 1775)";"(Denis & Schiffermüller, 1775)";"AT";"vicinity of Vienna";"Lower Austria";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";48.1828;16.33939;27299;1e-05;NA;NA;NA;NA;"";NA;NA;NA;5141262;5141262;"PRESERVED_SPECIMEN";"MCZ";"Ent";"180549";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:59:48.652Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Zerynthia polyxena petri";"FH-18-Z058";"BN006872";"Papilionidae";"Zerynthia";"polyxena";1829;"BN006872_FH18Z058_Papilionidae_Parnassiinae_Sericinini_Zerynthia_polyxena"
863594754;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:134831";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Allancastria";"Allancastria cerisyi";"";"SPECIES";"Allancastria cerisyi";"Allancastria cerisyi (Godart, 1824)";"(Godart, 1824)";"";"Turkey or Greece";"";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;4691880;4691880;"PRESERVED_SPECIMEN";"MCZ";"Ent";"134831";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:59:43.906Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Allancastria cerisyi";"RV-07-D031";NA;"Papilionidae";"Allancastria";"cerisyi";1830;"RV07D031_Papilionidae_Parnassinae_Zerynthiini_Allancastria_cerisyi_ME"
3042583004;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:180550";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Sericinus";"Sericinus montela";"";"SPECIES";"Sericinus montela Gray, 1852";"Sericinus montela koreana (Fixsen, 1887)";"(Fixsen, 1887)";"KP";"Wŏnsan [Gensan Kankyónadô]";"Kangwon Province";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";NA;NA;NA;NA;NA;NA;NA;NA;"1910-01-01T00:00:00";1;1;1910;1937490;1937490;"PRESERVED_SPECIMEN";"MCZ";"Ent";"180550";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"[no agent data]";"";NA;"2023-08-31T05:59:48.081Z";"StillImage";"TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Sericinus montela";"SRR8954536";NA;"Papilionidae";"Sericinus";"montela";1826;"SRR8954536_Sericinus_montela"
3042584957;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:184661";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Archon";"Archon apollinus";"";"SPECIES";"Archon apollinus (Herbst, 1798)";"Archon apollinus (Herbst, 1798)";"(Herbst, 1798)";"IL";"Jerusalem";"Jerusalem";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";31.75117;35.01579;21300;1e-05;650;0;NA;NA;"1982-02-20T00:00:00";20;2;1982;1936969;1936969;"PRESERVED_SPECIMEN";"MCZ";"Ent";"184661";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"E. Morag";"";NA;"2023-08-31T05:59:48.905Z";"StillImage";"INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Archon apollinus bellargus";"HU-08-A007";"BN006855";"Papilionidae";"Archon";"apollinus";1823;"BN006855_HU08A007_Papilionidae_Parnassiinae_Leuhdorfiini_Archon_apollinus"
1455863400;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";"MCZ:Ent:135044";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Luehdorfia";"Luehdorfia puziloi";"";"SPECIES";"Luehdorfia puziloi (Erschoff, 1872)";"Luehdorfia puziloi (Erschoff, 1872)";"(Erschoff, 1872)";"ZZ";"Korea";"";"PRESENT";1;"b4640710-8e03-11d8-b956-b8a03c50a862";38.09492;126.7168;574873;1e-05;NA;NA;NA;NA;"1932-04-27T00:00:00";27;4;1932;1938233;1938233;"PRESERVED_SPECIMEN";"MCZ";"Ent";"135044";"";"[no agent data]";"";"CC_BY_NC_4_0";"President and Fellows of Harvard College";"L. H. Snyder";"";NA;"2023-08-31T05:59:46.890Z";"StillImage";"COUNTRY_COORDINATE_MISMATCH;CONTINENT_COUNTRY_MISMATCH;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY";"Luehdorfia puziloi";"LEP19576";NA;"Papilionidae";"Luehdorfia";"puziloi";1824;"LEP19576_Papilionidae_Parnassinae_Luehdorfiini_Luehdorfia_puziloi_coreana_ME"
1320735385;"821cc27a-e3bb-4bc5-ac34-89ada245069d";"http://n2t.net/ark:/65665/39c48a11f-b178-4f39-bbd4-493dc88ccdb5";"Animalia";"Arthropoda";"Insecta";"Lepidoptera";"Papilionidae";"Parnassius";"Parnassius orleans";"bourboni";"SUBSPECIES";"Parnassius orleans bourboni Bang-Haas, 1928";"Parnassius orleans bourboni";"Bang-Haas";"CN";"Richthofen-mont. sept., Nashi Pass";"Gansu";"PRESENT";1;"bc092ff0-02e4-11dc-991f-b8a03c50a862";NA;NA;NA;NA;3000.5;0.5;NA;NA;"";NA;NA;NA;6235637;1938905;"PRESERVED_SPECIMEN";"USNM";"ENT";"USNMENT00781112";"";"";"";"CC0_1_0";"";"[Not Stated]";"SYNTYPE";NA;"2023-09-02T11:40:05.137Z";"StillImage;StillImage;StillImage";"OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;CONTINENT_DERIVED_FROM_COUNTRY";"Parnassius orleans";"SRR8954532";NA;"Papilionidae";"Parnassius";"orleans";1818;"SRR8954532_Parnassius_orleans"
